site,date,treatment,plant,leaf,variable,value
Molly,1999-06-29,1,9,1,Metriocnemus,0
Molly,1999-06-29,1,9,1,Fletcherimyia,1
Molly,1999-06-29,1,9,1,Sarraceniopus,NA
Molly,1999-06-29,1,9,1,Habrotrocha,NA
Molly,1999-06-29,1,9,1,rotvol ml,0
Molly,1999-06-29,1,9,1,headcap,2
Molly,1999-06-29,1,9,1,other,0
Molly,1999-06-29,1,9,1,volume ml,0.2
Molly,1999-06-29,1,10,1,Wyeomyia,2
Molly,1999-06-29,1,10,1,Metriocnemus,0
Molly,1999-06-29,1,10,1,Fletcherimyia,0
Molly,1999-06-29,1,10,1,Sarraceniopus,4
Molly,1999-06-29,1,10,1,Habrotrocha,0
Molly,1999-06-29,1,10,1,rotvol ml,0.5
Molly,1999-06-29,1,10,1,headcap,2
Molly,1999-06-29,1,10,1,other,0
Molly,1999-06-29,1,10,1,volume ml,1.9
Molly,1999-06-29,1,11,1,Wyeomyia,NA
Molly,1999-06-29,1,11,1,Metriocnemus,NA
Molly,1999-06-29,1,11,1,Fletcherimyia,NA
Molly,1999-06-29,1,11,1,Sarraceniopus,NA
Molly,1999-06-29,1,11,1,Habrotrocha,NA
Molly,1999-06-29,1,11,1,rotvol ml,NA
Molly,1999-06-29,1,11,1,headcap,NA
Molly,1999-06-29,1,11,1,other,NA
Molly,1999-06-29,1,11,1,volume ml,0
Molly,1999-06-29,1,12,1,Wyeomyia,0
Molly,1999-06-29,1,12,1,Metriocnemus,0
Molly,1999-06-29,1,12,1,Fletcherimyia,0
Molly,1999-06-29,1,12,1,Sarraceniopus,8
Molly,1999-06-29,1,12,1,Habrotrocha,NA
Molly,1999-06-29,1,12,1,rotvol ml,0
Molly,1999-06-29,1,12,1,headcap,0
Molly,1999-06-29,1,12,1,other,0
Molly,1999-06-29,1,12,1,volume ml,1.5
Molly,1999-06-29,1,13,1,Wyeomyia,0
Molly,1999-06-29,1,13,1,Metriocnemus,0
Molly,1999-06-29,1,13,1,Fletcherimyia,0
Molly,1999-06-29,1,13,1,Sarraceniopus,NA
Molly,1999-06-29,1,13,1,Habrotrocha,NA
Molly,1999-06-29,1,13,1,rotvol ml,0
Molly,1999-06-29,1,13,1,headcap,0
Molly,1999-06-29,1,13,1,other,0
Molly,1999-06-29,1,13,1,volume ml,0.5
Molly,1999-06-29,1,14,1,Wyeomyia,1
Molly,1999-06-29,1,14,1,Metriocnemus,0
Molly,1999-06-29,1,14,1,Fletcherimyia,0
Molly,1999-06-29,1,14,1,Sarraceniopus,NA
Molly,1999-06-29,1,14,1,Habrotrocha,NA
Molly,1999-06-29,1,14,1,rotvol ml,0
Molly,1999-06-29,1,14,1,headcap,0
Molly,1999-06-29,1,14,1,other,0
Molly,1999-06-29,1,14,1,volume ml,0.2
Molly,1999-06-29,1,15,1,Wyeomyia,0
Molly,1999-06-29,1,15,1,Metriocnemus,0
Molly,1999-06-29,1,15,1,Fletcherimyia,1
Molly,1999-06-29,1,15,1,Sarraceniopus,NA
Molly,1999-06-29,1,15,1,Habrotrocha,NA
Molly,1999-06-29,1,15,1,rotvol ml,0
Molly,1999-06-29,1,15,1,headcap,0
Molly,1999-06-29,1,15,1,other,NA
Molly,1999-06-29,1,15,1,volume ml,0.05
Molly,1999-06-29,1,16,1,Wyeomyia,0
Molly,1999-06-29,1,16,1,Metriocnemus,0
Molly,1999-06-29,1,16,1,Fletcherimyia,1
Molly,1999-06-29,1,16,1,Sarraceniopus,36
Molly,1999-06-29,1,16,1,Habrotrocha,93
Molly,1999-06-29,1,16,1,rotvol ml,0.5
Molly,1999-06-29,1,16,1,headcap,3
Molly,1999-06-29,1,16,1,other,0
Molly,1999-06-29,1,16,1,volume ml,1.3
Molly,1999-06-29,1,17,1,Wyeomyia,NA
Molly,1999-06-29,1,17,1,Metriocnemus,NA
Molly,1999-06-29,1,17,1,Fletcherimyia,NA
Molly,1999-06-29,1,17,1,Sarraceniopus,NA
Molly,1999-06-29,1,17,1,Habrotrocha,NA
Molly,1999-06-29,1,17,1,rotvol ml,NA
Molly,1999-06-29,1,17,1,headcap,NA
Molly,1999-06-29,1,17,1,other,NA
Molly,1999-06-29,1,17,1,volume ml,0
Molly,1999-06-29,1,18,1,Wyeomyia,0
Molly,1999-06-29,1,18,1,Metriocnemus,0
Molly,1999-06-29,1,18,1,Fletcherimyia,0
Molly,1999-06-29,1,18,1,Sarraceniopus,5
Molly,1999-06-29,1,18,1,Habrotrocha,71
Molly,1999-06-29,1,18,1,rotvol ml,0.5
Molly,1999-06-29,1,18,1,headcap,0
Molly,1999-06-29,1,18,1,other,0
Molly,1999-06-29,1,18,1,volume ml,1.4
Molly,1999-06-29,1,19,1,Wyeomyia,0
Molly,1999-06-29,1,19,1,Metriocnemus,0
Molly,1999-06-29,1,19,1,Fletcherimyia,0
Molly,1999-06-29,1,19,1,Sarraceniopus,NA
Molly,1999-06-29,1,19,1,Habrotrocha,NA
Molly,1999-06-29,1,19,1,rotvol ml,0
Molly,1999-06-29,1,19,1,headcap,0
Molly,1999-06-29,1,19,1,other,0
Molly,1999-06-29,1,19,1,volume ml,0.5
Molly,1999-06-29,1,20,1,Wyeomyia,NA
Molly,1999-06-29,1,20,1,Metriocnemus,NA
Molly,1999-06-29,1,20,1,Fletcherimyia,NA
Molly,1999-06-29,1,20,1,Sarraceniopus,NA
Molly,1999-06-29,1,20,1,Habrotrocha,NA
Molly,1999-06-29,1,20,1,rotvol ml,NA
Molly,1999-06-29,1,20,1,headcap,NA
Molly,1999-06-29,1,20,1,other,NA
Molly,1999-06-29,1,20,1,volume ml,0
Molly,1999-06-29,2,1,1,Wyeomyia,NA
Molly,1999-06-29,2,1,1,Metriocnemus,NA
Molly,1999-06-29,2,1,1,Fletcherimyia,NA
Molly,1999-06-29,2,1,1,Sarraceniopus,NA
Molly,1999-06-29,2,1,1,Habrotrocha,NA
Molly,1999-06-29,2,1,1,rotvol ml,NA
Molly,1999-06-29,2,1,1,headcap,NA
Molly,1999-06-29,2,1,1,other,NA
Molly,1999-06-29,2,1,1,volume ml,NA
Molly,1999-06-29,2,2,1,Wyeomyia,NA
Molly,1999-06-29,2,2,1,Metriocnemus,NA
Molly,1999-06-29,2,2,1,Fletcherimyia,NA
Molly,1999-06-29,2,2,1,Sarraceniopus,NA
Molly,1999-06-29,2,2,1,Habrotrocha,NA
Molly,1999-06-29,2,2,1,rotvol ml,NA
Molly,1999-06-29,2,2,1,headcap,NA
Molly,1999-06-29,2,2,1,other,NA
Molly,1999-06-29,2,2,1,volume ml,NA
Molly,1999-06-29,2,3,1,Wyeomyia,NA
Molly,1999-06-29,2,3,1,Metriocnemus,NA
Molly,1999-06-29,2,3,1,Fletcherimyia,NA
Molly,1999-06-29,2,3,1,Sarraceniopus,NA
Molly,1999-06-29,2,3,1,Habrotrocha,NA
Molly,1999-06-29,2,3,1,rotvol ml,NA
Molly,1999-06-29,2,3,1,headcap,NA
Molly,1999-06-29,2,3,1,other,NA
Molly,1999-06-29,2,3,1,volume ml,NA
Molly,1999-06-29,2,4,1,Wyeomyia,NA
Molly,1999-06-29,2,4,1,Metriocnemus,NA
Molly,1999-06-29,2,4,1,Fletcherimyia,NA
Molly,1999-06-29,2,4,1,Sarraceniopus,NA
Molly,1999-06-29,2,4,1,Habrotrocha,NA
Molly,1999-06-29,2,4,1,rotvol ml,NA
Molly,1999-06-29,2,4,1,headcap,NA
Molly,1999-06-29,2,4,1,other,NA
Molly,1999-06-29,2,4,1,volume ml,NA
Molly,1999-06-29,2,5,1,Wyeomyia,NA
Molly,1999-06-29,2,5,1,Metriocnemus,NA
Molly,1999-06-29,2,5,1,Fletcherimyia,NA
Molly,1999-06-29,2,5,1,Sarraceniopus,NA
Molly,1999-06-29,2,5,1,Habrotrocha,NA
Molly,1999-06-29,2,5,1,rotvol ml,NA
Molly,1999-06-29,2,5,1,headcap,NA
Molly,1999-06-29,2,5,1,other,NA
Molly,1999-06-29,2,5,1,volume ml,NA
Molly,1999-06-29,2,6,1,Wyeomyia,NA
Molly,1999-06-29,2,6,1,Metriocnemus,NA
Molly,1999-06-29,2,6,1,Fletcherimyia,NA
Molly,1999-06-29,2,6,1,Sarraceniopus,NA
Molly,1999-06-29,2,6,1,Habrotrocha,NA
Molly,1999-06-29,2,6,1,rotvol ml,NA
Molly,1999-06-29,2,6,1,headcap,NA
Molly,1999-06-29,2,6,1,other,NA
Molly,1999-06-29,2,6,1,volume ml,NA
Molly,1999-06-29,2,7,1,Wyeomyia,NA
Molly,1999-06-29,2,7,1,Metriocnemus,NA
Molly,1999-06-29,2,7,1,Fletcherimyia,NA
Molly,1999-06-29,2,7,1,Sarraceniopus,NA
Molly,1999-06-29,2,7,1,Habrotrocha,NA
Molly,1999-06-29,2,7,1,rotvol ml,NA
Molly,1999-06-29,2,7,1,headcap,NA
Molly,1999-06-29,2,7,1,other,NA
Molly,1999-06-29,2,7,1,volume ml,NA
Molly,1999-06-29,2,8,1,Wyeomyia,NA
Molly,1999-06-29,2,8,1,Metriocnemus,NA
Molly,1999-06-29,2,8,1,Fletcherimyia,NA
Molly,1999-06-29,2,8,1,Sarraceniopus,NA
Molly,1999-06-29,2,8,1,Habrotrocha,NA
Molly,1999-06-29,2,8,1,rotvol ml,NA
Molly,1999-06-29,2,8,1,headcap,NA
Molly,1999-06-29,2,8,1,other,NA
Molly,1999-06-29,2,8,1,volume ml,NA
Molly,1999-06-29,2,9,1,Wyeomyia,NA
Molly,1999-06-29,2,9,1,Metriocnemus,NA
Molly,1999-06-29,2,9,1,Fletcherimyia,NA
Molly,1999-06-29,2,9,1,Sarraceniopus,NA
Molly,1999-06-29,2,9,1,Habrotrocha,NA
Molly,1999-06-29,2,9,1,rotvol ml,NA
Molly,1999-06-29,2,9,1,headcap,NA
Molly,1999-06-29,2,9,1,other,NA
Molly,1999-06-29,2,9,1,volume ml,NA
Molly,1999-06-29,2,10,1,Wyeomyia,NA
Molly,1999-06-29,2,10,1,Metriocnemus,NA
Molly,1999-06-29,2,10,1,Fletcherimyia,NA
Molly,1999-06-29,2,10,1,Sarraceniopus,NA
Molly,1999-06-29,2,10,1,Habrotrocha,NA
Molly,1999-06-29,2,10,1,rotvol ml,NA
Molly,1999-06-29,2,10,1,headcap,NA
Molly,1999-06-29,2,10,1,other,NA
Molly,1999-06-29,2,10,1,volume ml,NA
Molly,1999-06-29,2,11,1,Wyeomyia,NA
Molly,1999-06-29,2,11,1,Metriocnemus,NA
Molly,1999-06-29,2,11,1,Fletcherimyia,NA
Molly,1999-06-29,2,11,1,Sarraceniopus,NA
Molly,1999-06-29,2,11,1,Habrotrocha,NA
Molly,1999-06-29,2,11,1,rotvol ml,NA
Molly,1999-06-29,2,11,1,headcap,NA
Molly,1999-06-29,2,11,1,other,NA
Molly,1999-06-29,2,11,1,volume ml,NA
Molly,1999-06-29,2,12,1,Wyeomyia,NA
Molly,1999-06-29,2,12,1,Metriocnemus,NA
Molly,1999-06-29,2,12,1,Fletcherimyia,NA
Molly,1999-06-29,2,12,1,Sarraceniopus,NA
Molly,1999-06-29,2,12,1,Habrotrocha,NA
Molly,1999-06-29,2,12,1,rotvol ml,NA
Molly,1999-06-29,2,12,1,headcap,NA
Molly,1999-06-29,2,12,1,other,NA
Molly,1999-06-29,2,12,1,volume ml,NA
Molly,1999-06-29,2,13,1,Wyeomyia,NA
Molly,1999-06-29,2,13,1,Metriocnemus,NA
Molly,1999-06-29,2,13,1,Fletcherimyia,NA
Molly,1999-06-29,2,13,1,Sarraceniopus,NA
Molly,1999-06-29,2,13,1,Habrotrocha,NA
Molly,1999-06-29,2,13,1,rotvol ml,NA
Molly,1999-06-29,2,13,1,headcap,NA
Molly,1999-06-29,2,13,1,other,NA
Molly,1999-06-29,2,13,1,volume ml,NA
Molly,1999-06-29,2,14,1,Wyeomyia,NA
Molly,1999-06-29,2,14,1,Metriocnemus,NA
Molly,1999-06-29,2,14,1,Fletcherimyia,NA
Molly,1999-06-29,2,14,1,Sarraceniopus,NA
Molly,1999-06-29,2,14,1,Habrotrocha,NA
Molly,1999-06-29,2,14,1,rotvol ml,NA
Molly,1999-06-29,2,14,1,headcap,NA
Molly,1999-06-29,2,14,1,other,NA
Molly,1999-06-29,2,14,1,volume ml,NA
Molly,1999-06-29,2,15,1,Wyeomyia,NA
Molly,1999-06-29,2,15,1,Metriocnemus,NA
Molly,1999-06-29,2,15,1,Fletcherimyia,NA
Molly,1999-06-29,2,15,1,Sarraceniopus,NA
Molly,1999-06-29,2,15,1,Habrotrocha,NA
Molly,1999-06-29,2,15,1,rotvol ml,NA
Molly,1999-06-29,2,15,1,headcap,NA
Molly,1999-06-29,2,15,1,other,NA
Molly,1999-06-29,2,15,1,volume ml,NA
Molly,1999-06-29,2,16,1,Wyeomyia,NA
Molly,1999-06-29,2,16,1,Metriocnemus,NA
Molly,1999-06-29,2,16,1,Fletcherimyia,NA
Molly,1999-06-29,2,16,1,Sarraceniopus,NA
Molly,1999-06-29,2,16,1,Habrotrocha,NA
Molly,1999-06-29,2,16,1,rotvol ml,NA
Molly,1999-06-29,2,16,1,headcap,NA
Molly,1999-06-29,2,16,1,other,NA
Molly,1999-06-29,2,16,1,volume ml,NA
Molly,1999-06-29,2,17,1,Wyeomyia,NA
Molly,1999-06-29,2,17,1,Metriocnemus,NA
Molly,1999-06-29,2,17,1,Fletcherimyia,NA
Molly,1999-06-29,2,17,1,Sarraceniopus,NA
Molly,1999-06-29,2,17,1,Habrotrocha,NA
Molly,1999-06-29,2,17,1,rotvol ml,NA
Molly,1999-06-29,2,17,1,headcap,NA
Molly,1999-06-29,2,17,1,other,NA
Molly,1999-06-29,2,17,1,volume ml,NA
Molly,1999-06-29,2,18,1,Wyeomyia,NA
Molly,1999-06-29,2,18,1,Metriocnemus,NA
Molly,1999-06-29,2,18,1,Fletcherimyia,NA
Molly,1999-06-29,2,18,1,Sarraceniopus,NA
Molly,1999-06-29,2,18,1,Habrotrocha,NA
Molly,1999-06-29,2,18,1,rotvol ml,NA
Molly,1999-06-29,2,18,1,headcap,NA
Molly,1999-06-29,2,18,1,other,NA
Molly,1999-06-29,2,18,1,volume ml,NA
Molly,1999-06-29,2,19,1,Wyeomyia,NA
Molly,1999-06-29,2,19,1,Metriocnemus,NA
Molly,1999-06-29,2,19,1,Fletcherimyia,NA
Molly,1999-06-29,2,19,1,Sarraceniopus,NA
Molly,1999-06-29,2,19,1,Habrotrocha,NA
Molly,1999-06-29,2,19,1,rotvol ml,NA
Molly,1999-06-29,2,19,1,headcap,NA
Molly,1999-06-29,2,19,1,other,NA
Molly,1999-06-29,2,19,1,volume ml,NA
Molly,1999-06-29,2,20,1,Wyeomyia,NA
Molly,1999-06-29,2,20,1,Metriocnemus,NA
Molly,1999-06-29,2,20,1,Fletcherimyia,NA
Molly,1999-06-29,2,20,1,Sarraceniopus,NA
Molly,1999-06-29,2,20,1,Habrotrocha,NA
Molly,1999-06-29,2,20,1,rotvol ml,NA
Molly,1999-06-29,2,20,1,headcap,NA
Molly,1999-06-29,2,20,1,other,NA
Molly,1999-06-29,2,20,1,volume ml,NA
Molly,1999-06-29,3,1,1,Wyeomyia,NA
Molly,1999-06-29,3,1,1,Metriocnemus,NA
Molly,1999-06-29,3,1,1,Fletcherimyia,NA
Molly,1999-06-29,3,1,1,Sarraceniopus,NA
Molly,1999-06-29,3,1,1,Habrotrocha,NA
Molly,1999-06-29,3,1,1,rotvol ml,NA
Molly,1999-06-29,3,1,1,headcap,NA
Molly,1999-06-29,3,1,1,other,NA
Molly,1999-06-29,3,1,1,volume ml,NA
Molly,1999-06-29,3,2,1,Wyeomyia,NA
Molly,1999-06-29,3,2,1,Metriocnemus,NA
Molly,1999-06-29,3,2,1,Fletcherimyia,NA
Molly,1999-06-29,3,2,1,Sarraceniopus,NA
Molly,1999-06-29,3,2,1,Habrotrocha,NA
Molly,1999-06-29,3,2,1,rotvol ml,NA
Molly,1999-06-29,3,2,1,headcap,NA
Molly,1999-06-29,3,2,1,other,NA
Molly,1999-06-29,3,2,1,volume ml,NA
Molly,1999-06-29,3,3,1,Wyeomyia,NA
Molly,1999-06-29,3,3,1,Metriocnemus,NA
Molly,1999-06-29,3,3,1,Fletcherimyia,NA
Molly,1999-06-29,3,3,1,Sarraceniopus,NA
Molly,1999-06-29,3,3,1,Habrotrocha,NA
Molly,1999-06-29,3,3,1,rotvol ml,NA
Molly,1999-06-29,3,3,1,headcap,NA
Molly,1999-06-29,3,3,1,other,NA
Molly,1999-06-29,3,3,1,volume ml,NA
Molly,1999-06-29,3,4,1,Wyeomyia,NA
Molly,1999-06-29,3,4,1,Metriocnemus,NA
Molly,1999-06-29,3,4,1,Fletcherimyia,NA
Molly,1999-06-29,3,4,1,Sarraceniopus,NA
Molly,1999-06-29,3,4,1,Habrotrocha,NA
Molly,1999-06-29,3,4,1,rotvol ml,NA
Molly,1999-06-29,3,4,1,headcap,NA
Molly,1999-06-29,3,4,1,other,NA
Molly,1999-06-29,3,4,1,volume ml,NA
Molly,1999-06-29,3,5,1,Wyeomyia,NA
Molly,1999-06-29,3,5,1,Metriocnemus,NA
Molly,1999-06-29,3,5,1,Fletcherimyia,NA
Molly,1999-06-29,3,5,1,Sarraceniopus,NA
Molly,1999-06-29,3,5,1,Habrotrocha,NA
Molly,1999-06-29,3,5,1,rotvol ml,NA
Molly,1999-06-29,3,5,1,headcap,NA
Molly,1999-06-29,3,5,1,other,NA
Molly,1999-06-29,3,5,1,volume ml,NA
Molly,1999-06-29,3,6,1,Wyeomyia,NA
Molly,1999-06-29,3,6,1,Metriocnemus,NA
Molly,1999-06-29,3,6,1,Fletcherimyia,NA
Molly,1999-06-29,3,6,1,Sarraceniopus,NA
Molly,1999-06-29,3,6,1,Habrotrocha,NA
Molly,1999-06-29,3,6,1,rotvol ml,NA
Molly,1999-06-29,3,6,1,headcap,NA
Molly,1999-06-29,3,6,1,other,NA
Molly,1999-06-29,3,6,1,volume ml,NA
Molly,1999-06-29,3,7,1,Wyeomyia,NA
Molly,1999-06-29,3,7,1,Metriocnemus,NA
Molly,1999-06-29,3,7,1,Fletcherimyia,NA
Molly,1999-06-29,3,7,1,Sarraceniopus,NA
Molly,1999-06-29,3,7,1,Habrotrocha,NA
Molly,1999-06-29,3,7,1,rotvol ml,NA
Molly,1999-06-29,3,7,1,headcap,NA
Molly,1999-06-29,3,7,1,other,NA
Molly,1999-06-29,3,7,1,volume ml,NA
Molly,1999-06-29,3,8,1,Wyeomyia,NA
Molly,1999-06-29,3,8,1,Metriocnemus,NA
Molly,1999-06-29,3,8,1,Fletcherimyia,NA
Molly,1999-06-29,3,8,1,Sarraceniopus,NA
Molly,1999-06-29,3,8,1,Habrotrocha,NA
Molly,1999-06-29,3,8,1,rotvol ml,NA
Molly,1999-06-29,3,8,1,headcap,NA
Molly,1999-06-29,3,8,1,other,NA
Molly,1999-06-29,3,8,1,volume ml,NA
Molly,1999-06-29,3,9,1,Wyeomyia,NA
Molly,1999-06-29,3,9,1,Metriocnemus,NA
Molly,1999-06-29,3,9,1,Fletcherimyia,NA
Molly,1999-06-29,3,9,1,Sarraceniopus,NA
Molly,1999-06-29,3,9,1,Habrotrocha,NA
Molly,1999-06-29,3,9,1,rotvol ml,NA
Molly,1999-06-29,3,9,1,headcap,NA
Molly,1999-06-29,3,9,1,other,NA
Molly,1999-06-29,3,9,1,volume ml,NA
Molly,1999-06-29,3,10,1,Wyeomyia,NA
Molly,1999-06-29,3,10,1,Metriocnemus,NA
Molly,1999-06-29,3,10,1,Fletcherimyia,NA
Molly,1999-06-29,3,10,1,Sarraceniopus,NA
Molly,1999-06-29,3,10,1,Habrotrocha,NA
Molly,1999-06-29,3,10,1,rotvol ml,NA
Molly,1999-06-29,3,10,1,headcap,NA
Molly,1999-06-29,3,10,1,other,NA
Molly,1999-06-29,3,10,1,volume ml,NA
Molly,1999-06-29,3,11,1,Wyeomyia,NA
Molly,1999-06-29,3,11,1,Metriocnemus,NA
Molly,1999-06-29,3,11,1,Fletcherimyia,NA
Molly,1999-06-29,3,11,1,Sarraceniopus,NA
Molly,1999-06-29,3,11,1,Habrotrocha,NA
Molly,1999-06-29,3,11,1,rotvol ml,NA
Molly,1999-06-29,3,11,1,headcap,NA
Molly,1999-06-29,3,11,1,other,NA
Molly,1999-06-29,3,11,1,volume ml,NA
Molly,1999-06-29,3,12,1,Wyeomyia,NA
Molly,1999-06-29,3,12,1,Metriocnemus,NA
Molly,1999-06-29,3,12,1,Fletcherimyia,NA
Molly,1999-06-29,3,12,1,Sarraceniopus,NA
Molly,1999-06-29,3,12,1,Habrotrocha,NA
Molly,1999-06-29,3,12,1,rotvol ml,NA
Molly,1999-06-29,3,12,1,headcap,NA
Molly,1999-06-29,3,12,1,other,NA
Molly,1999-06-29,3,12,1,volume ml,NA
Molly,1999-06-29,3,13,1,Wyeomyia,NA
Molly,1999-06-29,3,13,1,Metriocnemus,NA
Molly,1999-06-29,3,13,1,Fletcherimyia,NA
Molly,1999-06-29,3,13,1,Sarraceniopus,NA
Molly,1999-06-29,3,13,1,Habrotrocha,NA
Molly,1999-06-29,3,13,1,rotvol ml,NA
Molly,1999-06-29,3,13,1,headcap,NA
Molly,1999-06-29,3,13,1,other,NA
Molly,1999-06-29,3,13,1,volume ml,NA
Molly,1999-06-29,3,14,1,Wyeomyia,NA
Molly,1999-06-29,3,14,1,Metriocnemus,NA
Molly,1999-06-29,3,14,1,Fletcherimyia,NA
Molly,1999-06-29,3,14,1,Sarraceniopus,NA
Molly,1999-06-29,3,14,1,Habrotrocha,NA
Molly,1999-06-29,3,14,1,rotvol ml,NA
Molly,1999-06-29,3,14,1,headcap,NA
Molly,1999-06-29,3,14,1,other,NA
Molly,1999-06-29,3,14,1,volume ml,NA
Molly,1999-06-29,3,15,1,Wyeomyia,NA
Molly,1999-06-29,3,15,1,Metriocnemus,NA
Molly,1999-06-29,3,15,1,Fletcherimyia,NA
Molly,1999-06-29,3,15,1,Sarraceniopus,NA
Molly,1999-06-29,3,15,1,Habrotrocha,NA
Molly,1999-06-29,3,15,1,rotvol ml,NA
Molly,1999-06-29,3,15,1,headcap,NA
Molly,1999-06-29,3,15,1,other,NA
Molly,1999-06-29,3,15,1,volume ml,NA
Molly,1999-06-29,3,16,1,Wyeomyia,NA
Molly,1999-06-29,3,16,1,Metriocnemus,NA
Molly,1999-06-29,3,16,1,Fletcherimyia,NA
Molly,1999-06-29,3,16,1,Sarraceniopus,NA
Molly,1999-06-29,3,16,1,Habrotrocha,NA
Molly,1999-06-29,3,16,1,rotvol ml,NA
Molly,1999-06-29,3,16,1,headcap,NA
Molly,1999-06-29,3,16,1,other,NA
Molly,1999-06-29,3,16,1,volume ml,NA
Molly,1999-06-29,3,17,1,Wyeomyia,NA
Molly,1999-06-29,3,17,1,Metriocnemus,NA
Molly,1999-06-29,3,17,1,Fletcherimyia,NA
Molly,1999-06-29,3,17,1,Sarraceniopus,NA
Molly,1999-06-29,3,17,1,Habrotrocha,NA
Molly,1999-06-29,3,17,1,rotvol ml,NA
Molly,1999-06-29,3,17,1,headcap,NA
Molly,1999-06-29,3,17,1,other,NA
Molly,1999-06-29,3,17,1,volume ml,NA
Molly,1999-06-29,3,18,1,Wyeomyia,NA
Molly,1999-06-29,3,18,1,Metriocnemus,NA
Molly,1999-06-29,3,18,1,Fletcherimyia,NA
Molly,1999-06-29,3,18,1,Sarraceniopus,NA
Molly,1999-06-29,3,18,1,Habrotrocha,NA
Molly,1999-06-29,3,18,1,rotvol ml,NA
Molly,1999-06-29,3,18,1,headcap,NA
Molly,1999-06-29,3,18,1,other,NA
Molly,1999-06-29,3,18,1,volume ml,NA
Molly,1999-06-29,3,19,1,Wyeomyia,NA
Molly,1999-06-29,3,19,1,Metriocnemus,NA
Molly,1999-06-29,3,19,1,Fletcherimyia,NA
Molly,1999-06-29,3,19,1,Sarraceniopus,NA
Molly,1999-06-29,3,19,1,Habrotrocha,NA
Molly,1999-06-29,3,19,1,rotvol ml,NA
Molly,1999-06-29,3,19,1,headcap,NA
Molly,1999-06-29,3,19,1,other,NA
Molly,1999-06-29,3,19,1,volume ml,NA
Molly,1999-06-29,3,20,1,Wyeomyia,NA
Molly,1999-06-29,3,20,1,Metriocnemus,NA
Molly,1999-06-29,3,20,1,Fletcherimyia,NA
Molly,1999-06-29,3,20,1,Sarraceniopus,NA
Molly,1999-06-29,3,20,1,Habrotrocha,NA
Molly,1999-06-29,3,20,1,rotvol ml,NA
Molly,1999-06-29,3,20,1,headcap,NA
Molly,1999-06-29,3,20,1,other,NA
Molly,1999-06-29,3,20,1,volume ml,NA
Molly,1999-06-29,4,1,1,Wyeomyia,6
Molly,1999-06-29,4,1,1,Metriocnemus,0
Molly,1999-06-29,4,1,1,Fletcherimyia,0
Molly,1999-06-29,4,1,1,Sarraceniopus,0
Molly,1999-06-29,4,1,1,Habrotrocha,38
Molly,1999-06-29,4,1,1,rotvol ml,0.5
Molly,1999-06-29,4,1,1,headcap,1
Molly,1999-06-29,4,1,1,other,0
Molly,1999-06-29,4,1,1,volume ml,2
Molly,1999-06-29,4,1,2,Wyeomyia,NA
Molly,1999-06-29,4,1,2,Metriocnemus,NA
Molly,1999-06-29,4,1,2,Fletcherimyia,NA
Molly,1999-06-29,4,1,2,Sarraceniopus,NA
Molly,1999-06-29,4,1,2,Habrotrocha,NA
Molly,1999-06-29,4,1,2,rotvol ml,NA
Molly,1999-06-29,4,1,2,headcap,NA
Molly,1999-06-29,4,1,2,other,NA
Molly,1999-06-29,4,1,2,volume ml,NA
Molly,1999-06-29,4,1,3,Wyeomyia,NA
Molly,1999-06-29,4,1,3,Metriocnemus,NA
Molly,1999-06-29,4,1,3,Fletcherimyia,NA
Molly,1999-06-29,4,1,3,Sarraceniopus,NA
Molly,1999-06-29,4,1,3,Habrotrocha,NA
Molly,1999-06-29,4,1,3,rotvol ml,NA
Molly,1999-06-29,4,1,3,headcap,NA
Molly,1999-06-29,4,1,3,other,NA
Molly,1999-06-29,4,1,3,volume ml,NA
Molly,1999-06-29,4,2,1,Wyeomyia,0
Molly,1999-06-29,4,2,1,Metriocnemus,0
Molly,1999-06-29,4,2,1,Fletcherimyia,1
Molly,1999-06-29,4,2,1,Sarraceniopus,NA
Molly,1999-06-29,4,2,1,Habrotrocha,NA
Molly,1999-06-29,4,2,1,rotvol ml,0
Molly,1999-06-29,4,2,1,headcap,0
Molly,1999-06-29,4,2,1,other,0
Molly,1999-06-29,4,2,1,volume ml,0.3
Molly,1999-06-29,4,2,2,Wyeomyia,NA
Molly,1999-06-29,4,2,2,Metriocnemus,NA
Molly,1999-06-29,4,2,2,Fletcherimyia,NA
Molly,1999-06-29,4,2,2,Sarraceniopus,NA
Molly,1999-06-29,4,2,2,Habrotrocha,NA
Molly,1999-06-29,4,2,2,rotvol ml,NA
Molly,1999-06-29,4,2,2,headcap,NA
Molly,1999-06-29,4,2,2,other,NA
Molly,1999-06-29,4,2,2,volume ml,NA
Molly,1999-06-29,4,2,3,Wyeomyia,NA
Molly,1999-06-29,4,2,3,Metriocnemus,NA
Molly,1999-06-29,4,2,3,Fletcherimyia,NA
Molly,1999-06-29,4,2,3,Sarraceniopus,NA
Molly,1999-06-29,4,2,3,Habrotrocha,NA
Molly,1999-06-29,4,2,3,rotvol ml,NA
Molly,1999-06-29,4,2,3,headcap,NA
Molly,1999-06-29,4,2,3,other,NA
Molly,1999-06-29,4,2,3,volume ml,NA
Molly,1999-06-29,4,3,1,Wyeomyia,0
Molly,1999-06-29,4,3,1,Metriocnemus,0
Molly,1999-06-29,4,3,1,Fletcherimyia,0
Molly,1999-06-29,4,3,1,Sarraceniopus,NA
Molly,1999-06-29,4,3,1,Habrotrocha,NA
